2024-11-16 23:15:00 : ===================== 2024-11-16T23:15:00.980929 =====================
2024-11-16 23:15:00 : ===================== FINE-TUNING ON PROMPT 4 =====================
2024-11-16 23:15:00 : Settings: Namespace(data='init/asap_5_splits.csv', bert_model_path='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p8_3', chunk_sizes='90_30_130_10', prompt=[4], batch_size=16, epochs=80, sample=-1, learning_rate=6e-05, result_file='results/finetune/p4.txt', save_model='../../../ix/ix_models/Multi-Scale-BERT-AES-Models/p4/p4.pt', device='cuda', log=PosixPath('logs/finetune-p4.log'), comment='Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.')
2024-11-16 23:15:00 : Additional Comments: Using google-bert/bert-base-uncased. Removed the direct path to their finetuned word and chunk models.
2024-11-16 23:15:04 : Train/Eval/Test: 1057/359/355
2024-11-16 23:15:04 : Started training loop for p4.pt
2024-11-16 23:15:08 : 1/80 | 0/67: 0.30412
2024-11-17 00:25:02 : 34/80 | 60/67: 0.00264
2024-11-17 00:25:03 : 34/80 | 61/67: 0.00185
2024-11-17 00:25:04 : 34/80 | 62/67: 0.00187
2024-11-17 00:25:06 : 34/80 | 63/67: 0.00146
2024-11-17 00:25:07 : 34/80 | 64/67: 0.00384
2024-11-17 00:25:09 : 34/80 | 65/67: 0.00045
2024-11-17 00:25:10 : 34/80 | 66/67: 0.00096
2024-11-17 00:25:36 : 34: Evaluation loss: 0.20183 | Pearson: 0.78600 | QWK:  0.62400
2024-11-17 00:25:38 : 35/80 | 0/67: 0.00306
2024-11-17 00:25:39 : 35/80 | 1/67: 0.00123
2024-11-17 00:25:41 : 35/80 | 2/67: 0.00172
2024-11-17 00:25:42 : 35/80 | 3/67: 0.00155
2024-11-17 00:25:43 : 35/80 | 4/67: 0.00169
2024-11-17 00:25:45 : 35/80 | 5/67: 0.00164
2024-11-17 00:25:46 : 35/80 | 6/67: 0.00384
2024-11-17 00:25:48 : 35/80 | 7/67: 0.00147
2024-11-17 00:25:49 : 35/80 | 8/67: 0.00181
2024-11-17 00:25:51 : 35/80 | 9/67: 0.00204
2024-11-17 00:25:52 : 35/80 | 10/67: 0.00120
2024-11-17 00:25:54 : 35/80 | 11/67: 0.00257
2024-11-17 00:25:55 : 35/80 | 12/67: 0.00270
2024-11-17 00:25:56 : 35/80 | 13/67: 0.00202
2024-11-17 00:25:58 : 35/80 | 14/67: 0.00221
2024-11-17 00:25:59 : 35/80 | 15/67: 0.00271
2024-11-17 00:26:01 : 35/80 | 16/67: 0.00400
2024-11-17 00:26:02 : 35/80 | 17/67: 0.00218
2024-11-17 00:26:04 : 35/80 | 18/67: 0.00116
2024-11-17 00:26:05 : 35/80 | 19/67: 0.00269
2024-11-17 00:26:07 : 35/80 | 20/67: 0.00671
2024-11-17 00:26:08 : 35/80 | 21/67: 0.00389
2024-11-17 00:26:10 : 35/80 | 22/67: 0.00275
2024-11-17 00:26:11 : 35/80 | 23/67: 0.00340
2024-11-17 00:26:13 : 35/80 | 24/67: 0.00407
2024-11-17 00:26:14 : 35/80 | 25/67: 0.00255
2024-11-17 00:26:16 : 35/80 | 26/67: 0.00673
2024-11-17 00:26:17 : 35/80 | 27/67: 0.00427
2024-11-17 00:26:19 : 35/80 | 28/67: 0.00831
2024-11-17 00:26:20 : 35/80 | 29/67: 0.00334
2024-11-17 00:26:22 : 35/80 | 30/67: 0.00280
2024-11-17 00:26:23 : 35/80 | 31/67: 0.00159
2024-11-17 00:26:24 : 35/80 | 32/67: 0.00248
2024-11-17 00:26:26 : 35/80 | 33/67: 0.00293
2024-11-17 00:26:27 : 35/80 | 34/67: 0.00222
2024-11-17 00:26:29 : 35/80 | 35/67: 0.00293
2024-11-17 00:26:30 : 35/80 | 36/67: 0.00141
2024-11-17 00:26:32 : 35/80 | 37/67: 0.00222
2024-11-17 00:26:33 : 35/80 | 38/67: 0.00222
2024-11-17 00:26:35 : 35/80 | 39/67: 0.00254
2024-11-17 00:26:36 : 35/80 | 40/67: 0.00203
2024-11-17 00:26:38 : 35/80 | 41/67: 0.00246
2024-11-17 00:26:39 : 35/80 | 42/67: 0.00148
2024-11-17 00:26:40 : 35/80 | 43/67: 0.00102
2024-11-17 00:26:42 : 35/80 | 44/67: 0.00202
2024-11-17 00:26:43 : 35/80 | 45/67: 0.00167
2024-11-17 00:26:45 : 35/80 | 46/67: 0.00303
2024-11-17 00:26:46 : 35/80 | 47/67: 0.00301
2024-11-17 00:26:48 : 35/80 | 48/67: 0.00280
2024-11-17 00:26:49 : 35/80 | 49/67: 0.00114
2024-11-17 00:26:51 : 35/80 | 50/67: 0.00199
2024-11-17 00:26:52 : 35/80 | 51/67: 0.00439
2024-11-17 00:26:54 : 35/80 | 52/67: 0.00169
2024-11-17 00:26:55 : 35/80 | 53/67: 0.00267
2024-11-17 00:26:56 : 35/80 | 54/67: 0.00251
2024-11-17 00:26:58 : 35/80 | 55/67: 0.00145
2024-11-17 00:26:59 : 35/80 | 56/67: 0.00141
2024-11-17 00:27:01 : 35/80 | 57/67: 0.00110
2024-11-17 00:27:02 : 35/80 | 58/67: 0.00208
2024-11-17 00:27:04 : 35/80 | 59/67: 0.00144
2024-11-17 00:27:05 : 35/80 | 60/67: 0.00086
2024-11-17 00:27:07 : 35/80 | 61/67: 0.00257
2024-11-17 00:27:08 : 35/80 | 62/67: 0.00081
2024-11-17 00:27:10 : 35/80 | 63/67: 0.00393
2024-11-17 00:27:11 : 35/80 | 64/67: 0.00275
2024-11-17 00:27:12 : 35/80 | 65/67: 0.00125
2024-11-17 00:27:14 : 35/80 | 66/67: 0.00162
2024-11-17 00:27:40 : 35: Evaluation loss: 0.20043 | Pearson: 0.78700 | QWK:  0.63200
2024-11-17 00:27:42 : 36/80 | 0/67: 0.00174
2024-11-17 00:27:43 : 36/80 | 1/67: 0.00199
2024-11-17 00:27:45 : 36/80 | 2/67: 0.00139
2024-11-17 00:27:46 : 36/80 | 3/67: 0.00145
2024-11-17 00:27:48 : 36/80 | 4/67: 0.00314
2024-11-17 00:27:49 : 36/80 | 5/67: 0.00170
2024-11-17 00:27:50 : 36/80 | 6/67: 0.00121
2024-11-17 00:27:52 : 36/80 | 7/67: 0.00105
2024-11-17 00:27:53 : 36/80 | 8/67: 0.00207
2024-11-17 00:27:55 : 36/80 | 9/67: 0.00173
2024-11-17 00:27:56 : 36/80 | 10/67: 0.00119
2024-11-17 00:27:58 : 36/80 | 11/67: 0.00180
2024-11-17 00:27:59 : 36/80 | 12/67: 0.00177
2024-11-17 00:28:01 : 36/80 | 13/67: 0.00290
2024-11-17 00:28:02 : 36/80 | 14/67: 0.00217
2024-11-17 00:28:04 : 36/80 | 15/67: 0.00148
2024-11-17 00:28:05 : 36/80 | 16/67: 0.00209
2024-11-17 00:28:07 : 36/80 | 17/67: 0.00143
2024-11-17 00:28:08 : 36/80 | 18/67: 0.00111
2024-11-17 00:28:10 : 36/80 | 19/67: 0.00342
2024-11-17 00:28:11 : 36/80 | 20/67: 0.00181
2024-11-17 00:28:12 : 36/80 | 21/67: 0.00146
2024-11-17 00:28:14 : 36/80 | 22/67: 0.00261
2024-11-17 00:28:15 : 36/80 | 23/67: 0.00153
2024-11-17 00:28:17 : 36/80 | 24/67: 0.00093
2024-11-17 00:28:18 : 36/80 | 25/67: 0.00103
2024-11-17 00:28:20 : 36/80 | 26/67: 0.00267
2024-11-17 00:28:21 : 36/80 | 27/67: 0.00234
2024-11-17 00:28:23 : 36/80 | 28/67: 0.00201
2024-11-17 00:28:24 : 36/80 | 29/67: 0.00370
2024-11-17 00:28:26 : 36/80 | 30/67: 0.00144
2024-11-17 00:28:27 : 36/80 | 31/67: 0.00143
2024-11-17 00:28:29 : 36/80 | 32/67: 0.00159
2024-11-17 00:28:30 : 36/80 | 33/67: 0.00128
2024-11-17 00:28:31 : 36/80 | 34/67: 0.00226
2024-11-17 00:28:33 : 36/80 | 35/67: 0.00230
2024-11-17 00:28:34 : 36/80 | 36/67: 0.00239
2024-11-17 00:28:36 : 36/80 | 37/67: 0.00229
2024-11-17 00:28:37 : 36/80 | 38/67: 0.00145
2024-11-17 00:28:39 : 36/80 | 39/67: 0.00206
2024-11-17 00:28:40 : 36/80 | 40/67: 0.00261
2024-11-17 00:28:42 : 36/80 | 41/67: 0.00158
2024-11-17 00:28:43 : 36/80 | 42/67: 0.00233
2024-11-17 00:28:44 : 36/80 | 43/67: 0.00136
2024-11-17 00:28:46 : 36/80 | 44/67: 0.00275
2024-11-17 00:28:47 : 36/80 | 45/67: 0.00352
2024-11-17 00:28:49 : 36/80 | 46/67: 0.00298
2024-11-17 00:28:50 : 36/80 | 47/67: 0.00166
2024-11-17 00:28:52 : 36/80 | 48/67: 0.00169
2024-11-17 00:28:53 : 36/80 | 49/67: 0.00171
2024-11-17 00:28:55 : 36/80 | 50/67: 0.00183
2024-11-17 00:28:56 : 36/80 | 51/67: 0.00239
2024-11-17 00:28:58 : 36/80 | 52/67: 0.00173
2024-11-17 00:28:59 : 36/80 | 53/67: 0.00091
2024-11-17 00:29:00 : 36/80 | 54/67: 0.00187
2024-11-17 00:29:02 : 36/80 | 55/67: 0.00306
2024-11-17 00:29:03 : 36/80 | 56/67: 0.00204
2024-11-17 00:29:05 : 36/80 | 57/67: 0.00098
2024-11-17 00:29:06 : 36/80 | 58/67: 0.00257
2024-11-17 00:29:08 : 36/80 | 59/67: 0.00333
2024-11-17 00:29:09 : 36/80 | 60/67: 0.00184
2024-11-17 00:29:11 : 36/80 | 61/67: 0.00129
2024-11-17 00:29:12 : 36/80 | 62/67: 0.00239
2024-11-17 00:29:13 : 36/80 | 63/67: 0.00156
2024-11-17 00:29:15 : 36/80 | 64/67: 0.00139
2024-11-17 00:29:16 : 36/80 | 65/67: 0.00069
2024-11-17 00:29:18 : 36/80 | 66/67: 0.00298
2024-11-17 00:29:44 : 36: Evaluation loss: 0.20149 | Pearson: 0.78100 | QWK:  0.61000
2024-11-17 00:29:45 : 37/80 | 0/67: 0.00441
2024-11-17 00:29:47 : 37/80 | 1/67: 0.00091
2024-11-17 00:29:48 : 37/80 | 2/67: 0.00128
2024-11-17 00:29:50 : 37/80 | 3/67: 0.00280
2024-11-17 00:29:51 : 37/80 | 4/67: 0.00332
2024-11-17 00:29:53 : 37/80 | 5/67: 0.00211
2024-11-17 00:29:54 : 37/80 | 6/67: 0.00206
2024-11-17 00:29:55 : 37/80 | 7/67: 0.00369
2024-11-17 00:29:57 : 37/80 | 8/67: 0.00228
2024-11-17 00:29:58 : 37/80 | 9/67: 0.00080
2024-11-17 00:30:00 : 37/80 | 10/67: 0.00146
2024-11-17 00:30:01 : 37/80 | 11/67: 0.00388
2024-11-17 00:30:03 : 37/80 | 12/67: 0.00188
2024-11-17 00:30:04 : 37/80 | 13/67: 0.00147
2024-11-17 00:30:06 : 37/80 | 14/67: 0.00199
2024-11-17 00:30:07 : 37/80 | 15/67: 0.00221
2024-11-17 00:30:09 : 37/80 | 16/67: 0.00140
2024-11-17 00:30:10 : 37/80 | 17/67: 0.00181
2024-11-17 00:30:12 : 37/80 | 18/67: 0.00183
2024-11-17 00:30:13 : 37/80 | 19/67: 0.00160
2024-11-17 00:30:14 : 37/80 | 20/67: 0.00306
2024-11-17 00:30:16 : 37/80 | 21/67: 0.00220
2024-11-17 00:30:17 : 37/80 | 22/67: 0.00185
2024-11-17 00:30:19 : 37/80 | 23/67: 0.00085
2024-11-17 00:30:20 : 37/80 | 24/67: 0.00160
2024-11-17 00:30:22 : 37/80 | 25/67: 0.00058
2024-11-17 00:30:23 : 37/80 | 26/67: 0.00240
2024-11-17 00:30:25 : 37/80 | 27/67: 0.00190
2024-11-17 00:30:26 : 37/80 | 28/67: 0.00189
2024-11-17 00:30:28 : 37/80 | 29/67: 0.00283
2024-11-17 00:30:29 : 37/80 | 30/67: 0.00228
2024-11-17 00:30:31 : 37/80 | 31/67: 0.00179
2024-11-17 00:30:32 : 37/80 | 32/67: 0.00177
2024-11-17 00:30:33 : 37/80 | 33/67: 0.00126
2024-11-17 00:30:35 : 37/80 | 34/67: 0.00600
2024-11-17 00:30:36 : 37/80 | 35/67: 0.00129
2024-11-17 00:30:38 : 37/80 | 36/67: 0.00244
2024-11-17 00:30:39 : 37/80 | 37/67: 0.00129
2024-11-17 00:30:41 : 37/80 | 38/67: 0.00320
2024-11-17 00:30:42 : 37/80 | 39/67: 0.00159
2024-11-17 00:30:44 : 37/80 | 40/67: 0.00163
2024-11-17 00:30:45 : 37/80 | 41/67: 0.00319
2024-11-17 00:30:46 : 37/80 | 42/67: 0.00137
2024-11-17 00:30:48 : 37/80 | 43/67: 0.00225
2024-11-17 00:30:49 : 37/80 | 44/67: 0.00134
2024-11-17 00:30:51 : 37/80 | 45/67: 0.00091
2024-11-17 00:30:52 : 37/80 | 46/67: 0.00159
2024-11-17 00:30:54 : 37/80 | 47/67: 0.00354
2024-11-17 00:30:55 : 37/80 | 48/67: 0.00271
2024-11-17 00:30:57 : 37/80 | 49/67: 0.00192
2024-11-17 00:30:58 : 37/80 | 50/67: 0.00121
2024-11-17 00:31:00 : 37/80 | 51/67: 0.00232
2024-11-17 00:31:01 : 37/80 | 52/67: 0.00163
2024-11-17 00:31:02 : 37/80 | 53/67: 0.00230
2024-11-17 00:31:04 : 37/80 | 54/67: 0.00198
2024-11-17 00:31:05 : 37/80 | 55/67: 0.00177
2024-11-17 00:31:07 : 37/80 | 56/67: 0.00067
2024-11-17 00:31:08 : 37/80 | 57/67: 0.00079
2024-11-17 00:31:10 : 37/80 | 58/67: 0.00109
2024-11-17 00:31:11 : 37/80 | 59/67: 0.00124
2024-11-17 00:31:12 : 37/80 | 60/67: 0.00166
2024-11-17 00:31:14 : 37/80 | 61/67: 0.00148
2024-11-17 00:31:15 : 37/80 | 62/67: 0.00134
2024-11-17 00:31:17 : 37/80 | 63/67: 0.00124
2024-11-17 00:31:18 : 37/80 | 64/67: 0.00122
2024-11-17 00:31:20 : 37/80 | 65/67: 0.00120
2024-11-17 00:31:21 : 37/80 | 66/67: 0.00118
2024-11-17 00:31:47 : 37: Evaluation loss: 0.20337 | Pearson: 0.77900 | QWK:  0.59500
2024-11-17 00:31:49 : 38/80 | 0/67: 0.00542
2024-11-17 00:31:50 : 38/80 | 1/67: 0.00470
2024-11-17 00:31:52 : 38/80 | 2/67: 0.00117
2024-11-17 00:31:53 : 38/80 | 3/67: 0.00489
2024-11-17 00:31:54 : 38/80 | 4/67: 0.00405
2024-11-17 00:31:56 : 38/80 | 5/67: 0.00095
2024-11-17 00:31:57 : 38/80 | 6/67: 0.00185
2024-11-17 00:31:59 : 38/80 | 7/67: 0.00186
2024-11-17 00:32:00 : 38/80 | 8/67: 0.00206
2024-11-17 00:32:02 : 38/80 | 9/67: 0.00089
2024-11-17 00:32:03 : 38/80 | 10/67: 0.00277
2024-11-17 00:32:04 : 38/80 | 11/67: 0.00179
2024-11-17 00:32:06 : 38/80 | 12/67: 0.00070
2024-11-17 00:32:07 : 38/80 | 13/67: 0.00087
2024-11-17 00:32:09 : 38/80 | 14/67: 0.00161
2024-11-17 00:32:10 : 38/80 | 15/67: 0.00084
2024-11-17 00:32:12 : 38/80 | 16/67: 0.00153
2024-11-17 00:32:13 : 38/80 | 17/67: 0.00088
2024-11-17 00:32:15 : 38/80 | 18/67: 0.00109
2024-11-17 00:32:16 : 38/80 | 19/67: 0.00179
2024-11-17 00:32:18 : 38/80 | 20/67: 0.00195
2024-11-17 00:32:19 : 38/80 | 21/67: 0.00193
2024-11-17 00:32:20 : 38/80 | 22/67: 0.00146
2024-11-17 00:32:22 : 38/80 | 23/67: 0.00250
2024-11-17 00:32:23 : 38/80 | 24/67: 0.00111
2024-11-17 00:32:25 : 38/80 | 25/67: 0.00121
2024-11-17 00:32:26 : 38/80 | 26/67: 0.00065
2024-11-17 00:32:28 : 38/80 | 27/67: 0.00190
2024-11-17 00:32:29 : 38/80 | 28/67: 0.00114
2024-11-17 00:32:31 : 38/80 | 29/67: 0.00145
2024-11-17 00:32:32 : 38/80 | 30/67: 0.00077
2024-11-17 00:32:34 : 38/80 | 31/67: 0.00279
2024-11-17 00:32:35 : 38/80 | 32/67: 0.00088
2024-11-17 00:32:37 : 38/80 | 33/67: 0.00235
2024-11-17 00:32:38 : 38/80 | 34/67: 0.00241
2024-11-17 00:32:40 : 38/80 | 35/67: 0.00317
2024-11-17 00:32:42 : 38/80 | 36/67: 0.00087
2024-11-17 00:32:43 : 38/80 | 37/67: 0.00206
2024-11-17 00:32:45 : 38/80 | 38/67: 0.00173
2024-11-17 00:32:46 : 38/80 | 39/67: 0.00118
2024-11-17 00:32:48 : 38/80 | 40/67: 0.00090
2024-11-17 00:32:49 : 38/80 | 41/67: 0.00355
2024-11-17 00:32:51 : 38/80 | 42/67: 0.00135
2024-11-17 00:32:52 : 38/80 | 43/67: 0.00074
2024-11-17 00:32:54 : 38/80 | 44/67: 0.00262
2024-11-17 00:32:56 : 38/80 | 45/67: 0.00150
2024-11-17 00:32:57 : 38/80 | 46/67: 0.00084
2024-11-17 00:32:59 : 38/80 | 47/67: 0.00406
2024-11-17 00:33:00 : 38/80 | 48/67: 0.00147
2024-11-17 00:33:01 : 38/80 | 49/67: 0.00227
2024-11-17 00:33:03 : 38/80 | 50/67: 0.00148
2024-11-17 00:33:04 : 38/80 | 51/67: 0.00091
2024-11-17 00:33:06 : 38/80 | 52/67: 0.00143
2024-11-17 00:33:07 : 38/80 | 53/67: 0.00147
2024-11-17 00:33:09 : 38/80 | 54/67: 0.00189
2024-11-17 00:33:10 : 38/80 | 55/67: 0.00082
2024-11-17 00:33:11 : 38/80 | 56/67: 0.00118
2024-11-17 00:33:13 : 38/80 | 57/67: 0.00152
2024-11-17 00:33:14 : 38/80 | 58/67: 0.00293
2024-11-17 00:33:16 : 38/80 | 59/67: 0.00221
2024-11-17 00:33:17 : 38/80 | 60/67: 0.00207
2024-11-17 00:33:19 : 38/80 | 61/67: 0.00249
2024-11-17 00:33:20 : 38/80 | 62/67: 0.00141
2024-11-17 00:33:22 : 38/80 | 63/67: 0.00237
2024-11-17 00:33:23 : 38/80 | 64/67: 0.00223
2024-11-17 00:33:24 : 38/80 | 65/67: 0.00169
2024-11-17 00:33:26 : 38/80 | 66/67: 0.00176
2024-11-17 00:33:52 : 38: Evaluation loss: 0.20026 | Pearson: 0.78200 | QWK:  0.62700
2024-11-17 00:33:54 : 39/80 | 0/67: 0.00142
2024-11-17 00:33:55 : 39/80 | 1/67: 0.00127
2024-11-17 00:33:57 : 39/80 | 2/67: 0.00230
2024-11-17 00:33:58 : 39/80 | 3/67: 0.00202
2024-11-17 00:33:59 : 39/80 | 4/67: 0.00212
2024-11-17 00:34:01 : 39/80 | 5/67: 0.00111
2024-11-17 00:34:02 : 39/80 | 6/67: 0.00124
2024-11-17 00:34:04 : 39/80 | 7/67: 0.00130
2024-11-17 00:34:05 : 39/80 | 8/67: 0.00142
2024-11-17 00:34:06 : 39/80 | 9/67: 0.00231
2024-11-17 00:34:08 : 39/80 | 10/67: 0.00531
2024-11-17 00:34:09 : 39/80 | 11/67: 0.00180
2024-11-17 00:34:11 : 39/80 | 12/67: 0.00207
2024-11-17 00:34:12 : 39/80 | 13/67: 0.00347
2024-11-17 00:34:14 : 39/80 | 14/67: 0.00307
2024-11-17 00:34:15 : 39/80 | 15/67: 0.00171
2024-11-17 00:34:17 : 39/80 | 16/67: 0.00563
2024-11-17 00:34:18 : 39/80 | 17/67: 0.00402
2024-11-17 00:34:20 : 39/80 | 18/67: 0.00196
2024-11-17 00:34:21 : 39/80 | 19/67: 0.00189
2024-11-17 00:34:22 : 39/80 | 20/67: 0.00224
2024-11-17 00:34:24 : 39/80 | 21/67: 0.00158
2024-11-17 00:34:25 : 39/80 | 22/67: 0.00267
2024-11-17 00:34:27 : 39/80 | 23/67: 0.00091
2024-11-17 00:34:28 : 39/80 | 24/67: 0.00189
2024-11-17 00:34:30 : 39/80 | 25/67: 0.00284
2024-11-17 00:34:31 : 39/80 | 26/67: 0.00064
2024-11-17 00:34:33 : 39/80 | 27/67: 0.00158
2024-11-17 00:34:34 : 39/80 | 28/67: 0.00334
2024-11-17 00:34:35 : 39/80 | 29/67: 0.00169
2024-11-17 00:34:37 : 39/80 | 30/67: 0.00190
2024-11-17 00:34:38 : 39/80 | 31/67: 0.00265
2024-11-17 00:34:40 : 39/80 | 32/67: 0.00121
2024-11-17 00:34:41 : 39/80 | 33/67: 0.00225
2024-11-17 00:34:43 : 39/80 | 34/67: 0.00068
2024-11-17 00:34:44 : 39/80 | 35/67: 0.00218
2024-11-17 00:34:46 : 39/80 | 36/67: 0.00103
2024-11-17 00:34:47 : 39/80 | 37/67: 0.00074
2024-11-17 00:34:49 : 39/80 | 38/67: 0.00172
2024-11-17 00:34:50 : 39/80 | 39/67: 0.00285
2024-11-17 00:34:51 : 39/80 | 40/67: 0.00137
2024-11-17 00:34:53 : 39/80 | 41/67: 0.00185
2024-11-17 00:34:54 : 39/80 | 42/67: 0.00118
2024-11-17 00:34:56 : 39/80 | 43/67: 0.00120
2024-11-17 00:34:57 : 39/80 | 44/67: 0.00231
2024-11-17 00:34:59 : 39/80 | 45/67: 0.00209
2024-11-17 00:35:00 : 39/80 | 46/67: 0.00069
2024-11-17 00:35:01 : 39/80 | 47/67: 0.00149
2024-11-17 00:35:03 : 39/80 | 48/67: 0.00183
2024-11-17 00:35:04 : 39/80 | 49/67: 0.00143
2024-11-17 00:35:06 : 39/80 | 50/67: 0.00144
2024-11-17 00:35:07 : 39/80 | 51/67: 0.00124
2024-11-17 00:35:09 : 39/80 | 52/67: 0.00231
2024-11-17 00:35:10 : 39/80 | 53/67: 0.00059
2024-11-17 00:35:11 : 39/80 | 54/67: 0.00114
2024-11-17 00:35:13 : 39/80 | 55/67: 0.00225
2024-11-17 00:35:14 : 39/80 | 56/67: 0.00041
2024-11-17 00:35:16 : 39/80 | 57/67: 0.00129
2024-11-17 00:35:17 : 39/80 | 58/67: 0.00111
2024-11-17 00:35:19 : 39/80 | 59/67: 0.00051
2024-11-17 00:35:20 : 39/80 | 60/67: 0.00203
2024-11-17 00:35:21 : 39/80 | 61/67: 0.00044
2024-11-17 00:35:23 : 39/80 | 62/67: 0.00242
2024-11-17 00:35:24 : 39/80 | 63/67: 0.00167
2024-11-17 00:35:26 : 39/80 | 64/67: 0.00144
2024-11-17 00:35:27 : 39/80 | 65/67: 0.00213
2024-11-17 00:35:29 : 39/80 | 66/67: 0.00099
2024-11-17 00:35:54 : 39: Evaluation loss: 0.20392 | Pearson: 0.77800 | QWK:  0.62400
2024-11-17 00:35:56 : 40/80 | 0/67: 0.00234
2024-11-17 00:35:57 : 40/80 | 1/67: 0.00497
2024-11-17 00:35:58 : 40/80 | 2/67: 0.00244
2024-11-17 00:36:00 : 40/80 | 3/67: 0.00137
2024-11-17 00:36:01 : 40/80 | 4/67: 0.00087
2024-11-17 00:36:03 : 40/80 | 5/67: 0.00258
2024-11-17 00:36:04 : 40/80 | 6/67: 0.00143
2024-11-17 00:36:06 : 40/80 | 7/67: 0.00200
2024-11-17 00:36:07 : 40/80 | 8/67: 0.00149
2024-11-17 00:36:08 : 40/80 | 9/67: 0.00069
2024-11-17 00:36:10 : 40/80 | 10/67: 0.00105
2024-11-17 00:36:11 : 40/80 | 11/67: 0.00111
2024-11-17 00:36:13 : 40/80 | 12/67: 0.00344
2024-11-17 00:36:14 : 40/80 | 13/67: 0.00243
2024-11-17 00:36:16 : 40/80 | 14/67: 0.00148
2024-11-17 00:36:17 : 40/80 | 15/67: 0.00116
2024-11-17 00:36:19 : 40/80 | 16/67: 0.00141
2024-11-17 00:36:20 : 40/80 | 17/67: 0.00095
2024-11-17 00:36:22 : 40/80 | 18/67: 0.00090
2024-11-17 00:36:23 : 40/80 | 19/67: 0.00214
2024-11-17 00:36:24 : 40/80 | 20/67: 0.00164
2024-11-17 00:36:26 : 40/80 | 21/67: 0.00236
2024-11-17 00:36:27 : 40/80 | 22/67: 0.00275
2024-11-17 00:36:29 : 40/80 | 23/67: 0.00392
2024-11-17 00:36:30 : 40/80 | 24/67: 0.00101
2024-11-17 00:36:32 : 40/80 | 25/67: 0.00161
2024-11-17 00:36:33 : 40/80 | 26/67: 0.00129
2024-11-17 00:36:35 : 40/80 | 27/67: 0.00243
2024-11-17 00:36:36 : 40/80 | 28/67: 0.00134
2024-11-17 00:36:38 : 40/80 | 29/67: 0.00167
2024-11-17 00:36:39 : 40/80 | 30/67: 0.00110
2024-11-17 00:36:40 : 40/80 | 31/67: 0.00161
2024-11-17 00:36:42 : 40/80 | 32/67: 0.00201
2024-11-17 00:36:43 : 40/80 | 33/67: 0.00113
2024-11-17 00:36:45 : 40/80 | 34/67: 0.00262
2024-11-17 00:36:46 : 40/80 | 35/67: 0.00184
2024-11-17 00:36:48 : 40/80 | 36/67: 0.00437
2024-11-17 00:36:49 : 40/80 | 37/67: 0.00418
2024-11-17 00:36:51 : 40/80 | 38/67: 0.00162
2024-11-17 00:36:52 : 40/80 | 39/67: 0.00122
2024-11-17 00:36:53 : 40/80 | 40/67: 0.00208
2024-11-17 00:36:55 : 40/80 | 41/67: 0.00238
2024-11-17 00:36:56 : 40/80 | 42/67: 0.00106
2024-11-17 00:36:58 : 40/80 | 43/67: 0.00279
2024-11-17 00:36:59 : 40/80 | 44/67: 0.00180
2024-11-17 00:37:01 : 40/80 | 45/67: 0.00184
2024-11-17 00:37:02 : 40/80 | 46/67: 0.00095
2024-11-17 00:37:03 : 40/80 | 47/67: 0.00147
2024-11-17 00:37:05 : 40/80 | 48/67: 0.00104
2024-11-17 00:37:06 : 40/80 | 49/67: 0.00180
2024-11-17 00:37:08 : 40/80 | 50/67: 0.00221
2024-11-17 00:37:09 : 40/80 | 51/67: 0.00145
2024-11-17 00:37:11 : 40/80 | 52/67: 0.00198
2024-11-17 00:37:12 : 40/80 | 53/67: 0.00113
2024-11-17 00:37:13 : 40/80 | 54/67: 0.00160
2024-11-17 00:37:15 : 40/80 | 55/67: 0.00290
2024-11-17 00:37:16 : 40/80 | 56/67: 0.00135
2024-11-17 00:37:18 : 40/80 | 57/67: 0.00164
2024-11-17 00:37:19 : 40/80 | 58/67: 0.00089
2024-11-17 00:37:21 : 40/80 | 59/67: 0.00201
2024-11-17 00:37:22 : 40/80 | 60/67: 0.00295
2024-11-17 00:37:23 : 40/80 | 61/67: 0.00127
2024-11-17 00:37:25 : 40/80 | 62/67: 0.00207
2024-11-17 00:37:26 : 40/80 | 63/67: 0.00302
2024-11-17 00:37:28 : 40/80 | 64/67: 0.00134
2024-11-17 00:37:29 : 40/80 | 65/67: 0.00163
2024-11-17 00:37:31 : 40/80 | 66/67: 0.00091
2024-11-17 00:37:57 : 40: Evaluation loss: 0.20877 | Pearson: 0.77500 | QWK:  0.63300
2024-11-17 00:37:58 : 41/80 | 0/67: 0.00170
2024-11-17 00:38:00 : 41/80 | 1/67: 0.00333
2024-11-17 00:38:01 : 41/80 | 2/67: 0.00227
2024-11-17 00:38:02 : 41/80 | 3/67: 0.00185
2024-11-17 00:38:04 : 41/80 | 4/67: 0.00288
2024-11-17 00:38:05 : 41/80 | 5/67: 0.00195
2024-11-17 00:38:07 : 41/80 | 6/67: 0.00256
2024-11-17 00:38:08 : 41/80 | 7/67: 0.00163
2024-11-17 00:38:10 : 41/80 | 8/67: 0.00224
2024-11-17 00:38:11 : 41/80 | 9/67: 0.00123
2024-11-17 00:38:13 : 41/80 | 10/67: 0.00103
2024-11-17 00:38:14 : 41/80 | 11/67: 0.00161
2024-11-17 00:38:16 : 41/80 | 12/67: 0.00094
2024-11-17 00:38:17 : 41/80 | 13/67: 0.00143
